sensor_record_id,aircraft_id,reading_date,flight_hours_at_reading,egt_celsius,oil_pressure_psi,vibration_ips,fuel_flow_kgh,bleed_air_temp_c,anomaly_flag
SNS002475,AC022,2023-04-02,32624,866.9,57.63,0.906,2111.1,181.3,1
SNS002476,AC022,2022-08-02,32632,866.2,75.95,0.709,2448.0,221.3,1
SNS002477,AC022,2022-06-05,32640,858.6,65.03,0.742,2500.9,253.0,0
SNS002478,AC022,2023-05-04,32648,873.8,54.82,0.418,2189.7,222.2,1
SNS002479,AC022,2023-05-31,32656,853.0,74.55,0.536,2199.7,219.7,0
SNS002480,AC022,2024-12-02,32664,860.4,70.71,0.718,2454.2,191.6,0
SNS002481,AC022,2023-12-18,32672,852.9,76.9,0.358,2363.2,190.6,0
SNS002482,AC022,2023-02-14,32680,871.6,77.13,0.193,2455.5,184.4,0
SNS002483,AC022,2024-07-04,32688,871.2,57.58,0.138,2488.7,195.2,0
SNS002484,AC022,2023-10-15,32696,857.9,80.52,0.649,2546.4,210.7,0
SNS002485,AC022,2022-05-03,32704,861.2,59.68,0.513,2208.6,211.1,0
SNS002486,AC022,2023-06-03,32712,866.1,47.58,0.425,2514.1,246.5,0
SNS002487,AC022,2023-04-04,32720,855.8,57.25,0.452,2132.2,202.0,0
SNS002488,AC022,2022-11-17,32728,868.1,54.13,0.366,2250.9,207.4,0
SNS002489,AC022,2022-11-28,32736,865.1,71.13,0.751,2337.0,184.8,0
SNS002490,AC022,2023-06-18,32744,857.8,59.28,0.232,2434.8,241.3,0
SNS002491,AC022,2023-09-20,32752,856.1,73.79,0.161,2464.2,192.4,0
SNS002492,AC022,2024-04-24,32760,861.6,75.48,0.88,2438.4,254.2,1
SNS002493,AC022,2024-05-23,32768,864.8,61.5,0.367,2503.6,224.5,0
SNS002494,AC022,2024-02-23,32776,867.7,44.34,0.313,2569.4,217.7,0
SNS002495,AC022,2022-09-06,32784,853.6,48.97,0.285,2236.3,250.2,0
SNS002496,AC022,2022-09-19,32792,867.5,75.31,0.483,2278.0,245.0,1
SNS002497,AC022,2023-12-02,32800,857.2,53.44,0.658,2339.3,211.1,0
SNS002498,AC022,2024-07-19,32808,859.9,54.32,0.677,2229.2,198.7,0
SNS002499,AC022,2023-09-17,32816,868.4,82.68,0.758,2585.2,199.7,0
SNS002500,AC022,2024-01-04,32824,862.5,60.27,0.374,2569.6,194.5,0
SNS002501,AC022,2022-04-11,32832,871.5,54.0,0.201,2228.5,200.8,1
SNS002502,AC022,2024-01-04,32840,868.4,72.37,0.309,2430.8,241.4,1
SNS002503,AC022,2022-01-23,32848,855.5,67.16,0.641,2292.5,235.3,0
SNS002504,AC022,2022-12-03,32856,865.7,46.01,0.861,2355.7,206.5,1
SNS002505,AC022,2024-11-29,32864,857.6,78.13,0.429,2444.8,198.7,1
SNS002506,AC022,2023-06-30,32872,855.5,49.68,0.595,2444.6,217.3,0
SNS002507,AC022,2023-05-07,32880,879.4,56.34,0.853,2188.4,202.4,0
SNS002508,AC022,2023-06-16,32888,875.2,64.91,0.182,2449.4,221.2,0
SNS002509,AC022,2022-04-06,32896,858.0,61.96,0.314,2548.6,200.4,1
SNS002510,AC022,2024-09-25,32904,852.3,62.06,0.498,2155.7,215.6,0
SNS002511,AC022,2024-07-23,32912,861.8,75.73,0.557,2270.7,212.5,0
SNS002512,AC022,2024-04-06,32920,861.6,74.12,0.294,2566.2,247.6,0
SNS002513,AC022,2023-04-26,32928,871.1,72.44,0.331,2245.9,235.9,1
SNS002514,AC022,2022-06-04,32936,864.4,77.55,0.477,2307.7,242.0,0
SNS002515,AC022,2022-12-14,32944,860.8,71.21,0.456,2462.2,221.8,0
SNS002516,AC022,2024-06-02,32952,866.0,80.85,0.291,2468.3,220.2,0
SNS002517,AC022,2024-08-09,32960,866.4,68.95,0.306,2228.8,212.4,1
SNS002518,AC022,2024-05-17,32968,852.7,83.47,0.515,2296.2,215.4,1
SNS002519,AC022,2024-11-28,32976,866.6,57.98,0.658,2267.0,222.9,1
SNS002520,AC022,2023-01-29,32984,868.6,82.96,0.673,2127.6,259.8,1
SNS002521,AC022,2023-01-23,32992,862.4,47.04,0.76,2219.6,207.3,0
SNS002522,AC022,2022-09-21,33000,888.8,62.13,0.898,2478.1,257.1,0
SNS002523,AC022,2023-10-07,33008,867.4,51.25,0.304,2133.1,189.1,0
SNS002524,AC023,2022-01-04,24569,871.8,46.04,0.465,2426.6,258.0,0
SNS002525,AC023,2023-02-09,24577,878.1,49.67,0.178,2523.9,252.1,0
SNS002526,AC023,2023-09-02,24585,875.9,67.13,0.255,2544.9,192.9,0
SNS002527,AC023,2023-10-23,24593,875.9,79.17,0.871,2222.4,235.5,0
SNS002528,AC023,2022-12-25,24601,876.9,48.49,0.183,2268.6,204.0,0
SNS002529,AC023,2024-04-06,24609,884.0,75.73,0.579,2246.1,227.1,0
SNS002530,AC023,2024-01-04,24617,868.5,75.44,0.709,2335.6,198.6,0
SNS002531,AC023,2024-09-10,24625,875.9,62.13,0.627,2163.0,224.1,0
SNS002532,AC023,2023-01-18,24633,868.9,80.94,0.742,2208.2,204.5,0
SNS002533,AC023,2024-03-06,24641,877.3,79.46,0.734,2537.4,229.3,0
SNS002534,AC023,2024-11-21,24649,869.9,84.22,0.29,2350.3,198.8,0
SNS002535,AC023,2023-09-08,24657,872.9,57.31,0.356,2389.8,250.1,0
SNS002536,AC023,2022-03-04,24665,873.2,82.11,0.262,2166.1,213.0,0
SNS002537,AC023,2024-07-07,24673,879.8,67.43,0.615,2288.5,236.8,0
SNS002538,AC023,2022-02-17,24681,878.7,79.62,0.568,2173.4,228.8,0
SNS002539,AC023,2022-10-15,24689,868.9,48.41,0.772,2233.2,201.0,0
SNS002540,AC023,2023-03-12,24697,875.3,76.5,0.381,2315.4,233.1,0
SNS002541,AC023,2022-12-14,24705,870.3,68.11,0.268,2340.1,250.0,0
SNS002542,AC023,2022-07-13,24713,867.7,45.67,0.513,2461.6,229.2,0
SNS002543,AC023,2023-01-29,24721,874.1,77.64,0.586,2517.1,183.3,0
SNS002544,AC023,2024-01-26,24729,874.5,75.97,0.874,2438.8,209.4,0
SNS002545,AC023,2023-12-17,24737,888.5,64.3,0.456,2317.3,259.0,0
SNS002546,AC023,2022-05-05,24745,878.0,83.83,0.523,2575.0,183.0,0
SNS002547,AC023,2022-03-05,24753,866.9,83.85,0.648,2448.5,249.6,0
SNS002548,AC023,2024-12-02,24761,871.1,77.1,0.718,2159.3,249.5,0
SNS002549,AC023,2023-07-16,24769,879.6,54.49,0.107,2278.9,201.0,0
SNS002550,AC023,2023-01-16,24777,884.7,80.21,0.2,2592.9,201.3,0
SNS002551,AC023,2023-11-12,24785,868.1,74.29,0.631,2165.0,186.6,0
SNS002552,AC023,2024-08-28,24793,866.7,83.48,0.591,2521.2,259.4,0
SNS002553,AC023,2022-04-07,24801,885.6,47.37,0.418,2132.9,231.5,0
SNS002554,AC023,2023-10-12,24809,879.6,67.33,0.136,2520.5,209.5,0
SNS002555,AC023,2023-09-12,24817,871.8,52.88,0.432,2550.5,259.2,0
SNS002556,AC023,2022-06-02,24825,878.4,65.55,0.198,2141.1,251.5,0
SNS002557,AC023,2023-03-20,24833,865.1,61.16,0.624,2246.0,228.7,0
SNS002558,AC023,2024-01-16,24841,876.8,83.97,0.642,2547.4,219.4,0
SNS002559,AC023,2022-09-16,24849,876.0,78.91,0.436,2573.0,209.7,0
SNS002560,AC023,2023-11-17,24857,879.6,70.06,0.888,2114.5,197.6,0
SNS002561,AC023,2023-12-06,24865,873.7,74.26,0.869,2438.6,259.8,0
SNS002562,AC023,2022-02-05,24873,878.8,56.51,0.602,2121.6,212.9,0
SNS002563,AC023,2023-11-08,24881,871.1,84.02,0.19,2302.3,238.6,0
SNS002564,AC023,2022-11-30,24889,879.2,45.81,0.389,2482.4,251.4,0
SNS002565,AC023,2023-08-16,24897,870.2,81.33,0.559,2284.8,225.3,0
SNS002566,AC023,2022-01-04,24905,873.4,70.55,0.574,2446.8,245.1,0
SNS002567,AC023,2024-03-30,24913,872.0,72.12,0.618,2439.1,208.8,0
SNS002568,AC023,2022-05-29,24921,883.1,80.9,0.398,2352.1,258.1,0
SNS002569,AC023,2024-12-22,24929,883.7,46.11,0.686,2194.6,200.8,0
SNS002570,AC023,2022-01-29,24937,873.3,76.6,0.647,2365.5,259.0,0
SNS002571,AC023,2023-10-31,24945,879.2,75.94,0.791,2262.2,221.1,0
SNS002572,AC023,2023-02-14,24953,870.9,77.28,0.559,2195.9,181.9,0
SNS002573,AC023,2024-07-15,24961,875.8,74.66,0.243,2284.1,224.1,0
SNS002574,AC023,2024-04-18,24969,877.8,72.04,0.539,2202.6,184.9,0
SNS002575,AC023,2023-06-01,24977,890.9,82.45,0.184,2194.4,258.0,0
SNS002576,AC023,2023-12-16,24985,873.5,49.13,0.348,2259.7,239.5,0
SNS002577,AC023,2022-07-26,24993,883.4,78.51,0.423,2347.1,182.7,0
SNS002578,AC023,2022-03-18,25001,886.2,64.8,0.426,2464.1,188.7,0
SNS002579,AC023,2022-10-04,25009,880.7,71.02,0.535,2151.8,250.0,0
SNS002580,AC023,2023-08-06,25017,888.2,51.01,0.392,2224.5,225.8,0
SNS002581,AC023,2022-10-27,25025,878.7,59.09,0.18,2234.5,254.9,0
SNS002582,AC023,2024-07-01,25033,876.9,81.29,0.155,2195.4,190.3,0
SNS002583,AC023,2023-11-14,25041,875.4,55.0,0.508,2315.7,188.9,0
SNS002584,AC023,2023-09-23,25049,884.7,53.85,0.326,2451.7,227.9,0
SNS002585,AC023,2023-12-04,25057,887.4,49.56,0.684,2506.7,190.5,0
SNS002586,AC023,2024-04-25,25065,879.5,66.62,0.559,2558.4,247.6,0
SNS002587,AC023,2022-06-07,25073,868.5,73.21,0.284,2448.0,189.8,0
SNS002588,AC023,2024-07-20,25081,878.4,59.65,0.916,2412.8,211.2,0
SNS002589,AC023,2024-08-09,25089,878.3,51.58,0.583,2423.6,258.7,0
SNS002590,AC023,2024-10-31,25097,877.0,56.34,0.366,2296.5,193.6,0
SNS002591,AC023,2024-10-31,25105,881.1,64.31,0.638,2421.6,205.1,0
SNS002592,AC023,2023-02-14,25113,877.0,84.24,0.714,2489.4,181.1,0
SNS002593,AC023,2024-01-23,25121,874.6,75.39,0.843,2585.1,192.9,0
SNS002594,AC023,2022-05-21,25129,879.0,53.72,0.249,2576.3,219.3,0
SNS002595,AC023,2022-06-25,25137,879.3,64.91,0.256,2243.3,253.9,0
SNS002596,AC023,2022-04-14,25145,871.4,58.98,0.21,2578.7,208.0,0
SNS002597,AC023,2024-11-08,25153,878.9,74.13,0.21,2269.8,187.3,0
SNS002598,AC023,2024-01-02,25161,882.8,75.76,0.276,2312.1,199.7,0
SNS002599,AC023,2022-10-10,25169,881.8,52.69,0.554,2170.8,242.2,0
SNS002600,AC023,2024-09-09,25177,881.6,70.73,0.607,2129.9,193.0,1
SNS002601,AC023,2022-06-05,25185,872.0,62.56,0.278,2257.2,188.5,0
SNS002602,AC023,2023-05-15,25193,885.3,49.94,0.394,2267.8,219.3,1
SNS002603,AC023,2023-05-16,25201,872.9,59.25,0.723,2289.9,237.7,0
SNS002604,AC023,2023-04-11,25209,869.6,47.2,0.222,2524.9,197.6,0
SNS002605,AC023,2022-02-01,25217,873.1,53.15,0.34,2251.2,204.6,0
SNS002606,AC023,2022-06-21,25225,877.1,63.13,0.506,2438.9,234.2,0
SNS002607,AC023,2024-01-31,25233,875.6,80.81,0.237,2166.6,218.3,0
SNS002608,AC023,2024-08-29,25241,864.3,71.23,0.452,2470.2,225.1,0
SNS002609,AC023,2024-03-29,25249,886.4,70.16,0.633,2468.0,221.5,0
SNS002610,AC023,2023-01-12,25257,885.4,71.31,0.477,2489.9,186.2,0
SNS002611,AC023,2023-03-10,25265,882.3,78.59,0.681,2493.1,229.5,0
SNS002612,AC023,2024-02-18,25273,874.6,72.33,0.7,2195.0,225.2,0
SNS002613,AC023,2024-11-02,25281,874.4,46.39,0.201,2153.0,249.1,0
SNS002614,AC024,2023-12-31,73471,857.7,50.13,0.176,2172.0,247.5,0
SNS002615,AC024,2024-09-17,73479,860.8,83.91,0.686,2171.2,256.5,0
SNS002616,AC024,2024-01-27,73487,861.3,73.97,0.29,2458.9,191.1,0
SNS002617,AC024,2022-06-25,73495,854.4,54.25,0.191,2547.5,256.0,0
SNS002618,AC024,2024-06-02,73503,858.7,74.49,0.6,2432.2,204.6,0
SNS002619,AC024,2023-09-22,73511,860.7,61.46,0.493,2343.9,189.0,0
SNS002620,AC024,2024-12-15,73519,865.7,68.13,0.822,2495.9,189.4,0
SNS002621,AC024,2024-10-08,73527,861.9,63.08,0.295,2130.0,195.8,0
SNS002622,AC024,2022-08-29,73535,862.1,59.71,0.84,2300.3,194.5,0
SNS002623,AC024,2023-09-10,73543,858.5,61.1,0.244,2520.3,207.1,0
SNS002624,AC024,2024-11-09,73551,865.7,84.12,0.674,2470.4,248.1,0
SNS002625,AC024,2024-07-02,73559,860.1,56.21,0.619,2348.4,249.1,0
SNS002626,AC024,2024-11-29,73567,854.7,59.15,0.661,2413.5,185.4,0
SNS002627,AC024,2024-10-16,73575,865.9,70.17,0.329,2130.2,238.7,0
SNS002628,AC024,2023-06-18,73583,862.9,68.93,0.244,2253.4,198.5,0
SNS002629,AC024,2023-02-24,73591,856.6,62.0,0.147,2254.8,240.5,0
SNS002630,AC024,2024-07-28,73599,855.9,66.49,0.164,2133.9,193.5,0
SNS002631,AC024,2024-09-30,73607,861.1,70.59,0.346,2322.7,203.1,0
SNS002632,AC024,2024-05-05,73615,861.4,65.58,0.34,2450.1,217.0,0
SNS002633,AC024,2023-04-27,73623,860.8,54.49,0.618,2151.2,221.3,0
SNS002634,AC024,2024-11-30,73631,859.9,61.55,0.365,2242.5,245.6,0
SNS002635,AC024,2023-11-18,73639,867.4,75.58,0.612,2271.8,215.1,0
SNS002636,AC024,2024-07-24,73647,865.3,45.97,0.48,2491.8,184.9,0
SNS002637,AC024,2024-06-24,73655,861.0,78.06,0.617,2286.6,257.5,0
SNS002638,AC024,2022-02-24,73663,866.0,47.49,0.275,2488.1,201.0,0
SNS002639,AC024,2022-11-06,73671,854.6,83.26,0.58,2154.2,194.7,0
SNS002640,AC024,2024-01-02,73679,861.5,72.45,0.316,2283.4,207.4,0
SNS002641,AC024,2022-11-29,73687,868.4,78.36,0.507,2244.4,222.5,0
SNS002642,AC024,2024-06-01,73695,858.3,81.75,0.431,2556.3,240.7,0
SNS002643,AC024,2023-07-07,73703,854.9,57.17,0.511,2167.6,192.3,0
SNS002644,AC024,2023-01-14,73711,855.5,55.9,0.108,2246.3,225.7,0
SNS002645,AC024,2022-03-27,73719,854.7,59.79,0.237,2130.9,246.3,0
SNS002646,AC024,2022-08-07,73727,857.4,65.18,0.454,2411.5,216.1,0
SNS002647,AC024,2023-04-20,73735,858.4,59.7,0.157,2219.3,192.9,0
SNS002648,AC024,2022-08-29,73743,854.6,58.31,0.696,2595.0,195.6,0
SNS002649,AC024,2023-01-03,73751,858.7,74.2,0.443,2273.7,211.8,0
SNS002650,AC024,2024-03-06,73759,867.2,49.04,0.702,2590.5,253.2,0
SNS002651,AC024,2024-11-30,73767,855.1,71.58,0.211,2298.5,226.4,0
SNS002652,AC024,2023-06-26,73775,866.4,81.11,0.127,2116.6,251.1,0
SNS002653,AC024,2022-12-16,73783,861.2,67.69,0.498,2473.4,203.8,0
SNS002654,AC024,2024-04-23,73791,864.4,82.67,0.185,2281.3,235.7,0
SNS002655,AC024,2024-08-12,73799,856.9,68.84,0.491,2496.3,251.2,0
SNS002656,AC024,2024-04-15,73807,863.0,65.82,0.388,2140.3,201.6,0
SNS002657,AC024,2023-03-10,73815,854.6,51.89,0.138,2513.4,252.2,0
SNS002658,AC024,2023-03-21,73823,863.5,72.26,0.852,2328.7,193.3,0
SNS002659,AC024,2024-08-13,73831,860.9,82.01,0.59,2266.2,220.5,0
SNS002660,AC024,2023-01-30,73839,865.8,63.93,0.361,2370.4,211.8,0
SNS002661,AC024,2022-06-18,73847,855.7,60.28,0.829,2420.6,233.4,0
SNS002662,AC024,2024-12-21,73855,857.0,53.16,0.521,2537.6,184.6,0
SNS002663,AC024,2022-08-01,73863,862.1,53.13,0.629,2186.1,254.7,0
SNS002664,AC024,2022-11-05,73871,860.1,65.47,0.427,2582.5,191.8,0
SNS002665,AC024,2024-08-11,73879,864.3,46.34,0.351,2362.1,182.4,0
SNS002666,AC024,2023-05-11,73887,856.2,55.03,0.567,2404.7,223.9,0
SNS002667,AC024,2024-04-19,73895,863.2,78.64,0.848,2456.5,213.4,0
SNS002668,AC024,2024-03-22,73903,857.7,59.04,0.636,2164.9,226.8,0
SNS002669,AC024,2023-02-07,73911,866.3,67.25,0.174,2160.4,250.7,0
SNS002670,AC024,2024-02-20,73919,862.5,60.25,0.772,2478.9,204.9,0
SNS002671,AC024,2024-02-18,73927,855.9,50.78,0.597,2313.6,240.6,0
SNS002672,AC024,2024-01-22,73935,863.8,47.99,0.714,2478.8,201.2,0
SNS002673,AC024,2024-09-29,73943,863.7,45.85,0.618,2307.2,254.0,0
SNS002674,AC024,2022-03-09,73951,858.8,52.85,0.45,2513.5,193.5,0
SNS002675,AC024,2024-07-12,73959,860.4,83.44,0.358,2433.8,241.7,0
SNS002676,AC024,2024-03-24,73967,849.2,66.36,0.824,2278.6,186.9,0
SNS002677,AC024,2022-03-06,73975,868.2,56.94,0.458,2217.7,248.9,1
SNS002678,AC024,2024-09-20,73983,856.2,74.79,0.193,2345.7,206.9,0
SNS002679,AC024,2023-01-04,73991,862.4,73.03,0.666,2189.3,257.4,0
SNS002680,AC024,2022-06-08,73999,861.2,56.17,0.236,2172.9,250.4,0
SNS002681,AC024,2022-10-18,74007,870.5,53.93,0.353,2376.0,206.4,1
SNS002682,AC024,2024-03-10,74015,858.3,61.0,0.654,2180.9,233.6,0
SNS002683,AC024,2024-01-16,74023,865.0,80.03,0.561,2531.3,198.8,0
SNS002684,AC024,2024-10-20,74031,868.1,52.98,0.931,2241.3,221.1,0
SNS002685,AC024,2023-02-03,74039,865.2,53.15,0.809,2156.2,246.7,0
SNS002686,AC024,2023-01-09,74047,868.7,60.64,0.472,2422.2,181.9,1
SNS002687,AC024,2024-09-12,74055,867.1,60.98,0.326,2112.6,194.9,0
SNS002688,AC024,2022-10-21,74063,856.2,58.97,0.623,2446.0,232.7,0
SNS002689,AC024,2022-02-02,74071,865.7,79.53,0.616,2380.2,198.8,0
SNS002690,AC024,2023-03-31,74079,866.8,47.88,0.244,2155.7,244.4,0
SNS002691,AC024,2023-08-15,74087,858.7,51.46,0.792,2213.8,194.0,0
SNS002692,AC024,2022-10-22,74095,865.0,83.72,0.705,2411.1,249.9,0
SNS002693,AC024,2022-11-20,74103,864.2,60.99,0.834,2405.4,238.3,0
SNS002694,AC024,2023-05-20,74111,868.4,73.1,0.855,2355.4,191.3,0
SNS002695,AC024,2024-08-23,74119,862.8,81.32,0.186,2596.1,246.3,0
SNS002696,AC024,2024-10-25,74127,867.6,81.12,0.447,2137.7,220.1,0
SNS002697,AC024,2024-11-02,74135,873.6,45.18,0.58,2461.9,201.0,1
SNS002698,AC024,2023-04-19,74143,857.1,51.48,0.247,2234.3,204.2,0
SNS002699,AC024,2022-09-18,74151,864.6,59.0,0.326,2294.9,198.6,0
SNS002700,AC024,2022-10-02,74159,873.8,72.49,0.535,2192.7,191.8,1
SNS002701,AC024,2023-12-15,74167,864.1,57.36,0.744,2296.2,249.2,0
SNS002702,AC024,2023-01-20,74175,873.8,51.37,0.899,2321.3,208.9,0
SNS002703,AC024,2024-03-19,74183,873.5,72.52,0.753,2134.2,180.3,0
SNS002704,AC024,2024-03-28,74191,866.6,82.98,0.786,2491.6,250.3,0
SNS002705,AC024,2023-04-06,74199,863.1,61.59,0.772,2102.3,238.8,0
SNS002706,AC024,2023-11-30,74207,874.7,56.77,0.278,2387.5,211.6,0
SNS002707,AC024,2024-09-07,74215,861.1,71.94,0.523,2206.1,251.7,0
SNS002708,AC024,2022-01-08,74223,865.2,51.99,0.596,2391.5,187.0,0
SNS002709,AC024,2023-06-23,74231,869.9,56.79,0.462,2127.1,212.9,0
SNS002710,AC024,2024-11-07,74239,871.7,80.61,0.182,2289.1,250.6,0
SNS002711,AC024,2024-05-11,74247,863.7,58.41,0.647,2569.5,226.4,1
SNS002712,AC024,2024-02-16,74255,880.0,60.03,0.528,2130.7,194.7,0
SNS002713,AC024,2023-07-17,74263,874.8,66.42,0.632,2499.4,234.9,1
SNS002714,AC024,2023-04-26,74271,858.6,44.4,0.354,2543.7,200.2,0
SNS002715,AC024,2022-11-14,74279,865.5,48.55,0.464,2314.9,189.6,0
SNS002716,AC024,2024-08-16,74287,855.5,55.04,0.862,2174.0,191.6,1
SNS002717,AC024,2023-09-10,74295,864.6,70.45,0.767,2497.0,247.3,0
SNS002718,AC024,2023-01-28,74303,877.4,47.18,0.762,2501.1,226.1,1
SNS002719,AC024,2023-06-12,74311,862.9,48.34,0.402,2115.6,194.1,1
SNS002720,AC024,2023-04-30,74319,870.5,56.86,0.566,2202.9,193.5,0
SNS002721,AC024,2023-09-04,74327,874.0,73.79,0.391,2582.6,205.4,0
SNS002722,AC024,2024-05-23,74335,867.6,83.14,0.729,2598.1,185.2,0
SNS002723,AC024,2022-06-09,74343,863.2,82.47,0.927,2546.9,210.5,1
SNS002724,AC024,2023-02-05,74351,878.2,54.14,0.668,2450.8,249.7,1
SNS002725,AC024,2023-03-09,74359,873.2,69.98,0.533,2549.7,205.9,0
SNS002726,AC024,2022-08-09,74367,867.0,60.48,0.604,2170.4,233.9,0
SNS002727,AC024,2022-09-30,74375,873.4,69.74,0.875,2227.4,241.8,1
SNS002728,AC024,2022-12-22,74383,880.5,80.64,0.458,2159.2,224.5,0
SNS002729,AC024,2022-07-24,74391,867.6,70.19,0.579,2142.6,239.5,0
SNS002730,AC024,2023-08-24,74399,866.6,51.69,0.893,2261.1,238.4,0
SNS002731,AC024,2023-02-15,74407,869.5,65.13,0.475,2493.3,213.1,0
SNS002732,AC024,2023-08-19,74415,881.5,46.73,0.257,2513.0,205.5,0
SNS002733,AC024,2024-07-16,74423,873.4,63.07,0.699,2447.2,199.0,0
SNS002734,AC024,2022-09-18,74431,863.5,54.37,0.154,2402.7,253.2,0
SNS002735,AC024,2023-05-06,74439,882.7,50.46,0.538,2364.3,241.3,0
SNS002736,AC024,2022-01-01,74447,868.0,59.22,0.78,2170.2,227.5,0
SNS002737,AC024,2022-10-16,74455,872.1,54.3,0.624,2184.9,195.6,1
SNS002738,AC024,2022-08-05,74463,872.3,79.27,0.606,2542.7,216.2,1
SNS002739,AC024,2024-02-28,74471,879.2,63.28,0.375,2544.3,250.7,1
SNS002740,AC024,2022-10-22,74479,874.9,57.48,0.866,2326.5,206.8,1
SNS002741,AC024,2023-06-18,74487,868.8,48.21,0.235,2453.0,223.3,1
SNS002742,AC024,2023-07-11,74495,863.4,68.78,0.49,2522.7,218.1,0
SNS002743,AC024,2023-07-31,74503,866.3,60.89,0.613,2128.7,203.5,0
SNS002744,AC024,2023-12-30,74511,878.9,73.26,0.685,2296.2,212.7,1
SNS002745,AC024,2023-03-23,74519,856.3,69.72,0.285,2477.9,194.9,0
SNS002746,AC024,2023-03-07,74527,861.4,69.27,0.468,2355.9,251.5,0
SNS002747,AC024,2023-09-25,74535,865.1,58.74,0.69,2435.6,229.4,0
SNS002748,AC024,2022-08-10,74543,869.8,61.74,0.809,2304.6,221.0,0
SNS002749,AC024,2024-03-13,74551,874.7,69.8,0.294,2267.1,231.8,1
SNS002750,AC024,2023-04-10,74559,868.0,60.15,0.493,2188.3,219.8,0
SNS002751,AC024,2022-08-26,74567,886.4,60.5,0.889,2582.6,207.4,1
SNS002752,AC024,2023-12-12,74575,885.9,67.19,0.942,2503.4,214.0,0
SNS002753,AC024,2023-11-21,74583,867.2,70.11,0.645,2369.1,198.8,1
SNS002754,AC024,2024-08-03,74591,872.6,64.26,0.438,2413.9,189.7,0
SNS002755,AC024,2023-09-05,74599,876.9,46.45,0.915,2452.4,201.1,1
SNS002756,AC024,2023-12-31,74607,862.9,73.14,0.921,2116.6,212.1,0
SNS002757,AC025,2022-10-20,79848,838.6,83.08,0.496,2116.5,181.8,0
SNS002758,AC025,2024-01-28,79856,833.9,71.79,0.488,2445.4,259.3,0
SNS002759,AC025,2022-02-10,79864,832.1,55.05,0.47,2290.2,245.1,0
SNS002760,AC025,2023-04-20,79872,840.8,63.1,0.872,2540.8,225.6,0
SNS002761,AC025,2024-09-27,79880,841.0,71.66,0.102,2114.1,236.3,0
SNS002762,AC025,2023-12-26,79888,834.2,83.59,0.182,2525.4,181.8,0
SNS002763,AC025,2022-12-14,79896,842.9,83.57,0.328,2502.4,188.2,0
SNS002764,AC025,2022-03-27,79904,834.9,73.45,0.152,2124.9,192.2,0
SNS002765,AC025,2022-11-07,79912,839.2,68.47,0.76,2144.0,236.0,0
SNS002766,AC025,2022-02-28,79920,841.9,68.39,0.386,2132.0,238.9,0
SNS002767,AC025,2023-09-15,79928,838.2,81.04,0.767,2322.9,229.4,0
SNS002768,AC025,2022-04-23,79936,841.2,84.85,0.364,2220.3,220.3,0
SNS002769,AC025,2022-02-27,79944,835.7,83.34,0.499,2340.0,241.6,0
SNS002770,AC025,2023-10-04,79952,837.6,66.68,0.331,2512.3,198.6,0
SNS002771,AC025,2023-03-08,79960,838.4,54.65,0.828,2417.3,223.5,0
SNS002772,AC025,2023-09-22,79968,835.9,79.46,0.384,2385.4,183.4,0
SNS002773,AC025,2023-08-19,79976,838.2,76.53,0.555,2247.3,196.7,0
SNS002774,AC025,2022-08-29,79984,831.2,46.83,0.636,2494.9,232.9,0
SNS002775,AC025,2023-06-23,79992,837.4,46.42,0.404,2472.1,199.4,0
SNS002776,AC025,2023-08-19,80000,838.9,49.48,0.502,2342.0,250.7,0
SNS002777,AC025,2023-02-03,80008,837.3,73.64,0.626,2567.6,236.7,0
SNS002778,AC025,2022-03-28,80016,839.5,72.84,0.848,2326.9,223.8,0
SNS002779,AC025,2022-11-08,80024,840.2,48.71,0.795,2179.8,244.1,0
SNS002780,AC025,2022-02-04,80032,843.1,71.3,0.571,2580.8,185.4,0
SNS002781,AC025,2024-02-10,80040,843.9,70.2,0.526,2437.6,232.9,0
SNS002782,AC025,2022-02-25,80048,836.7,82.7,0.16,2562.7,198.8,0
SNS002783,AC025,2023-05-09,80056,835.1,84.54,0.662,2554.9,241.6,0
SNS002784,AC025,2022-10-15,80064,835.8,71.47,0.401,2404.1,205.3,0
SNS002785,AC025,2024-01-03,80072,837.3,55.61,0.162,2134.8,232.4,0
SNS002786,AC025,2023-01-23,80080,837.8,81.21,0.471,2192.4,211.3,0
SNS002787,AC025,2024-03-14,80088,835.0,77.17,0.637,2215.8,236.2,0
SNS002788,AC025,2022-10-22,80096,832.0,47.73,0.611,2411.5,200.9,0
SNS002789,AC025,2022-01-21,80104,838.5,68.74,0.135,2195.6,234.0,0
SNS002790,AC025,2024-09-08,80112,839.8,80.67,0.599,2407.4,198.8,0
SNS002791,AC025,2022-07-03,80120,841.4,78.93,0.489,2210.1,253.6,0
SNS002792,AC025,2023-01-13,80128,837.6,83.54,0.37,2208.2,240.9,0
SNS002793,AC025,2022-04-18,80136,840.3,72.22,0.585,2295.6,229.3,0
SNS002794,AC025,2022-12-17,80144,834.9,67.11,0.548,2462.3,239.1,0
SNS002795,AC025,2022-02-25,80152,838.6,72.09,0.195,2417.2,256.1,0
SNS002796,AC025,2024-01-16,80160,837.6,56.69,0.368,2524.6,219.3,0
SNS002797,AC025,2022-10-17,80168,841.3,55.76,0.397,2499.3,245.9,0
